"","Reserve.x","Block.x","Plot.ID.x","Quadrant.x","Plot.ID.quadrant","Trt.comp.x","Trt.water.x","Focal.sp.x","Angianthus.tomentosus","Arctotheca.calendula","Brassica.tournefortii","Calandrinia.eremaea","Calotis.hispidula","Calotis.multicaulis","Chthonocephalus.pseudevax","Crassula.colorata.or.exserta","Daucus.glochidiatus","Echium.plantagineum","Ehrharta.longiflora","Gilberta.tenuifolia","Gonocarpus.nodulosus","Goodenia.berardiana","Haloragis.odontocarpa","Lawrencella.rosea","Lobelia.sp","Monoculus.monstrosus","Nicotiana.rotundifolia","Oxalis.sp","Parentucellia.latifolia","Pentaschistis.airoides","Peperomia-like weed","Petrorhagia.velutina","Plantago.debilis","Podolepis.canescens","Podotheca.gnaphalioides","Pogonolepis.muelleriana","Ptilotus.sp","Rhodanthe.citrina","Rhodanthe.laevis","Rhodanthe.manglesii","Schoenia.cassiniana","Schoenus.nanus","Senecio.glossanthus","Sonchus.oleraceus","Stenopetalum.lineare","Trifolium.sp","Urospermum.picroides","Ursinia.anthemoides","Velleia.rosea","Vulpia.bromoides","Wahlenbergia.capensis","Wahlenbergia.gracilenta","Waitzia.acuminata","Waitzia.nitida","<NA>","Plot","Number.flowers.total","Seedcount.extrapolated.integer","Colwell.P","Canopy"
"536","perenjori","PAT3","PAT3CD",4,"PAT3CD.4","C","D","T",0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.5,27,11.9,0.23126
"537","perenjori","PAT3","PAT3CW",2,"PAT3CW.2","C","W","T",0,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,9,18,20.7,0.28507
"538","perenjori","PAT3","PAT3CW",3,"PAT3CW.3","C","W","A",0,18,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,6,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,20.7,0.28507
"539","perenjori","PAT3","PAT3CW",4,"PAT3CW.4","C","W","A",0,30,0,0,0,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,NA,20.7,0.28507
"540","perenjori","PAT3","PAT3ED",1,"PAT3ED.1","E","D","A",0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11.9,0.34896
"541","perenjori","PAT3","PAT3ED",2,"PAT3ED.2","E","D","T",0,5,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13.5,27,11.9,0.34896
"542","perenjori","PAT3","PAT3ED",3,"PAT3ED.3","E","D","A",0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,11.9,0.34896
"543","perenjori","PAT3","PAT3ED",4,"PAT3ED.4","E","D","T",0,3,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,18,11.9,0.34896
"544","perenjori","PAT3","PAT3EW",1,"PAT3EW.1","E","W","T",0,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31.5,63,20.7,0.32107
"545","perenjori","PAT3","PAT3EW",2,"PAT3EW.2","E","W","A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,1,0,20.7,0.32107
"546","perenjori","PAT3","PAT3EW",3,"PAT3EW.3","E","W","T",0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,15,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22.5,45,20.7,0.32107
"547","perenjori","PAT3","PAT3EW",4,"PAT3EW.4","E","W","A",0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,20,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,20.7,0.32107
"548","perenjori","PAT3","PAT3MD",1,"PAT3MD.1","M","D","A",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,NA,11.9,0.18334
"549","perenjori","PAT3","PAT3MD",2,"PAT3MD.2","M","D","A",0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,NA,11.9,0.18334
"550","perenjori","PAT3","PAT3MD",3,"PAT3MD.3","M","D","T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,58.5,117,11.9,0.18334
"551","perenjori","PAT3","PAT3MD",4,"PAT3MD.4","M","D","T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13.5,27,11.9,0.18334
"552","perenjori","PAT3","PAT3MW",1,"PAT3MW.1","M","W","A",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,NA,20.7,0.20676
"553","perenjori","PAT3","PAT3MW",2,"PAT3MW.2","M","W","T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,54,20.7,0.20676
"554","perenjori","PAT3","PAT3MW",3,"PAT3MW.3","M","W","A",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,NA,20.7,0.20676
"555","perenjori","PAT3","PAT3MW",4,"PAT3MW.4","M","W","T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22.5,45,20.7,0.20676
"556","perenjori","PAT3","PAT3ND",2,"PAT3ND.2","N","D","T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,13.5,27,11.9,0.30214
"557","perenjori","PAT3","PAT3ND",3,"PAT3ND.3","N","D","A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1,NA,11.9,0.30214
"558","perenjori","PAT3","PAT3ND",4,"PAT3ND.4","N","D","T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,18,36,11.9,0.30214
"559","perenjori","PAT3","PAT3NW",1,"PAT3NW.1","N","W","A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,3,NA,20.7,0.25072
"560","perenjori","PAT3","PAT3NW",2,"PAT3NW.2","N","W","T",0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,8,9,18,20.7,0.25072
"561","perenjori","PAT3","PAT3NW",3,"PAT3NW.3","N","W","A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,8,3,NA,20.7,0.25072
"562","perenjori","PAT3","PAT3NW",4,"PAT3NW.4","N","W","T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,27,54,20.7,0.25072
"563","perenjori","PAT3","PAT3SD",2,"PAT3SD.2","S","D","T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,NA,NA,11.9,0.1879
"564","perenjori","PAT3","PAT3SD",3,"PAT3SD.3","S","D","T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,36,11.9,0.1879
"565","perenjori","PAT3","PAT3SW",1,"PAT3SW.1","S","W","T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,49.5,99,20.7,0.26754
"566","perenjori","PAT3","PAT3SW",2,"PAT3SW.2","S","W","A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,NA,20.7,0.26754
"567","perenjori","PAT3","PAT3SW",3,"PAT3SW.3","S","W","T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,94.5,189,20.7,0.26754
"568","perenjori","PAT3","PAT3SW",4,"PAT3SW.4","S","W","A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,NA,20.7,0.26754
"569","perenjori","PAT4","PAT4CD",1,"PAT4CD.1","C","D","T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,4.5,9,7.6,0.61803
"570","perenjori","PAT4","PAT4CD",3,"PAT4CD.3","C","D","T",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,9,18,7.6,0.61803
"571","perenjori","PAT4","PAT4CD",4,"PAT4CD.4","C","D","A",0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,7.6,0.61803
"572","perenjori","PAT4","PAT4CW",1,"PAT4CW.1","C","W","A",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,2,NA,9.3,0.60681
"573","perenjori","PAT4","PAT4CW",2,"PAT4CW.2","C","W","T",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,13.5,27,9.3,0.60681
"574","perenjori","PAT4","PAT4CW",3,"PAT4CW.3","C","W","T",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,4.5,9,9.3,0.60681
"575","perenjori","PAT4","PAT4CW",4,"PAT4CW.4","C","W","A",0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,NA,9.3,0.60681
"576","perenjori","PAT4","PAT4ED",3,"PAT4ED.3","E","D","T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,3,13.5,27,7.6,0.65887
"577","perenjori","PAT4","PAT4ED",4,"PAT4ED.4","E","D","T",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,3,9,18,7.6,0.65887
"578","perenjori","PAT4","PAT4EW",1,"PAT4EW.1","E","W","A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,NA,9.3,0.22892
"579","perenjori","PAT4","PAT4EW",4,"PAT4EW.4","E","W","A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,NA,9.3,0.22892
"580","perenjori","PAT4","PAT4MD",2,"PAT4MD.2","M","D","A",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,7.6,0.62792
"581","perenjori","PAT4","PAT4MD",4,"PAT4MD.4","M","D","T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4.5,9,7.6,0.62792
"582","perenjori","PAT4","PAT4MW",1,"PAT4MW.1","M","W","A",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,NA,9.3,0.63374
"583","perenjori","PAT4","PAT4MW",2,"PAT4MW.2","M","W","T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13.5,27,9.3,0.63374
"584","perenjori","PAT4","PAT4MW",4,"PAT4MW.4","M","W","A",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,NA,9.3,0.63374
"585","perenjori","PAT4","PAT4ND",1,"PAT4ND.1","N","D","A",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,7,NA,NA,7.6,0.56634
"586","perenjori","PAT4","PAT4ND",2,"PAT4ND.2","N","D","T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,9,18,7.6,0.56634
"587","perenjori","PAT4","PAT4ND",3,"PAT4ND.3","N","D","A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,2,0,7.6,0.56634
"588","perenjori","PAT4","PAT4ND",4,"PAT4ND.4","N","D","T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22.5,45,7.6,0.56634
"589","perenjori","PAT4","PAT4NW",1,"PAT4NW.1","N","W","A",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,9.3,0.62197
"590","perenjori","PAT4","PAT4NW",2,"PAT4NW.2","N","W","A",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1,0,9.3,0.62197
"591","perenjori","PAT4","PAT4NW",3,"PAT4NW.3","N","W","T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,36,9.3,0.62197
"592","perenjori","PAT4","PAT4NW",4,"PAT4NW.4","N","W","T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,13.5,27,9.3,0.62197
"593","perenjori","PAT4","PAT4SD",1,"PAT4SD.1","S","D","A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,7.6,0.55481
"594","perenjori","PAT4","PAT4SD",2,"PAT4SD.2","S","D","A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7.6,0.55481
"595","perenjori","PAT4","PAT4SW",1,"PAT4SW.1","S","W","T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4.5,9,9.3,0.6254
"596","perenjori","PAT4","PAT4SW",2,"PAT4SW.2","S","W","A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,NA,9.3,0.6254
"597","perenjori","PAT4","PAT4SW",3,"PAT4SW.3","S","W","A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,NA,9.3,0.6254
"598","perenjori","PAT4","PAT4SW",4,"PAT4SW.4","S","W","T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,18,9.3,0.6254
"599","perenjori","PAW1","PAW1CD",1,"PAW1CD.1","C","D","W",0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,NA,NA,10.3,0.19099
"600","perenjori","PAW1","PAW1CD",2,"PAW1CD.2","C","D","A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,4,NA,10.3,0.19099
"601","perenjori","PAW1","PAW1CD",3,"PAW1CD.3","C","D","A",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,3,NA,10.3,0.19099
"602","perenjori","PAW1","PAW1CW",1,"PAW1CW.1","C","W","W",0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,2,4,200,12.8,0.24322
"603","perenjori","PAW1","PAW1CW",2,"PAW1CW.2","C","W","W",0,1,0,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,170,12.8,0.24322
"604","perenjori","PAW1","PAW1CW",3,"PAW1CW.3","C","W","A",0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,2,1,0,12.8,0.24322
"605","perenjori","PAW1","PAW1CW",4,"PAW1CW.4","C","W","A",0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,3,NA,12.8,0.24322
"606","perenjori","PAW1","PAW1MD",1,"PAW1MD.1","M","D","A",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,NA,10.3,0.18612
"607","perenjori","PAW1","PAW1MD",2,"PAW1MD.2","M","D","A",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,39,10.3,0.18612
"608","perenjori","PAW1","PAW1MD",3,"PAW1MD.3","M","D","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,15,240,10.3,0.18612
"609","perenjori","PAW1","PAW1MD",4,"PAW1MD.4","M","D","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,30,178,10.3,0.18612
"610","perenjori","PAW1","PAW1NW",1,"PAW1NW.1","N","W","W",0,0,0,5,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,NA,12.8,0.50837
"611","perenjori","PAW1","PAW1NW",1,"PAW1NW.1","N","W","W",0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,NA,12.8,0.50837
"612","perenjori","PAW1","PAW1NW",2,"PAW1NW.2","N","W","A",0,0,0,12,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,NA,12.8,0.50837
"613","perenjori","PAW1","PAW1NW",3,"PAW1NW.3","N","W","A",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,0,0,12.8,0.50837
"614","perenjori","PAW1","PAW1NW",4,"PAW1NW.4","N","W","W",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,NA,12.8,0.50837
"615","perenjori","PAW1","PAW1SD",1,"PAW1SD.1","S","D","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,389,10.3,0.53675
"616","perenjori","PAW1","PAW1SD",4,"PAW1SD.4","S","D","A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,10.3,0.53675
"617","perenjori","PAW2","PAW2CD",1,"PAW2CD.1","C","D","A",0,2,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,2,0,40,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,NA,11.7,0.67905
"618","perenjori","PAW2","PAW2CD",2,"PAW2CD.2","C","D","W",0,11,0,0,0,0,0,0,0,0,20,0,4,0,0,0,0,0,0,7,0,30,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,107,11.7,0.67905
"619","perenjori","PAW2","PAW2CD",3,"PAW2CD.3","C","D","W",0,16,0,0,1,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,7,400,11.7,0.67905
"620","perenjori","PAW2","PAW2CD",4,"PAW2CD.4","C","D","A",0,2,0,0,0,0,0,0,0,0,8,0,10,0,0,2,0,0,0,18,0,100,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,11.7,0.67905
"621","perenjori","PAW2","PAW2CW",1,"PAW2CW.1","C","W","W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,2,23,407,11.9,0.71691
"622","perenjori","PAW2","PAW2CW",2,"PAW2CW.2","C","W","A",0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,2,4,NA,11.9,0.71691
"623","perenjori","PAW2","PAW2CW",3,"PAW2CW.3","C","W","A",0,9,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,6,NA,11.9,0.71691
"624","perenjori","PAW2","PAW2CW",4,"PAW2CW.4","C","W","W",0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,19,241,11.9,0.71691
"625","perenjori","PAW2","PAW2ED",1,"PAW2ED.1","E","D","W",0,2,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,634,11.7,0.67326
